Sample,infection,BREED,treatment,Trait,tissue,collection_time,Collection_Date,BioProject,Gene,Count,log_CPM
SRX18040030,,ABC_VIMS_Family_2017120,Dose 1x10^7,sensitive,mantle,,6/20/2018,PRJNA894694,10092,13.986236723288615,1.1457008745940491
SRX18040029,,ABC_VIMS_Family_2017120,Dose 1x10^6,sensitive,mantle,,6/20/2018,PRJNA894694,10092,54.88374422102204,1.7394437316903275
SRX18040028,,ABC_VIMS_Family_2017090,Dose 1x10^6,sensitive,mantle,,6/20/2018,PRJNA894694,10092,255.6712196138628,2.407681843136376
SRX18040031,,ABC_VIMS_Family_2017084,Control,tolerant,mantle,,6/20/2018,PRJNA894694,10092,285.6455096211547,2.455827401293181
SRX18040027,,ABC_VIMS_Family_2017089,Dose 1x10^8,tolerant,mantle,,6/20/2018,PRJNA894694,10092,43.4411966007328,1.6379017795167459
SRX18040026,,ABC_VIMS_Family_2017084,Dose 1x10^7,tolerant,mantle,,6/20/2018,PRJNA894694,10092,204.46675940134884,2.3106227138985274
SRX18040025,,ABC_VIMS_Family_2017084,Dose 1x10^8,tolerant,mantle,,6/20/2018,PRJNA894694,10092,140.38125469806718,2.1473091197260867
SRX18040050,,ABC_VIMS_Family_2017089,Dose 1x10^7,tolerant,mantle,,6/20/2018,PRJNA894694,10092,282.6502945989102,2.4512494424500004
SRX18040006,,ABC_VIMS_Family_2017089,Dose 1x10^7,tolerant,mantle,,6/20/2018,PRJNA894694,10092,231.04617239724453,2.3636987782192564
SRX18040024,,ABC_VIMS_Family_2017120,Dose 1x10^8,sensitive,mantle,,6/20/2018,PRJNA894694,10092,81.33802697863464,1.9102936334892207
SRX18040023,,ABC_VIMS_Family_2017120,Control,sensitive,mantle,,6/20/2018,PRJNA894694,10092,294.98439508982165,2.469799042060754
SRX18040022,,ABC_VIMS_Family_2017090,Dose 1x10^8,sensitive,mantle,,6/20/2018,PRJNA894694,10092,258.4536951652792,2.412382745745027
SRX18040021,,ABC_VIMS_Family_2017090,Dose 1x10^7,sensitive,mantle,,6/20/2018,PRJNA894694,10092,66.74224220273649,1.8244007926681687
SRX18040020,,ABC_VIMS_Family_2017089,Dose 1x10^6,tolerant,mantle,,6/20/2018,PRJNA894694,10092,217.63556397036803,2.337729865171632
SRX18040019,,ABC_VIMS_Family_2017089,Control,tolerant,mantle,,6/20/2018,PRJNA894694,10092,417.7309063290979,2.6208966082592142
SRX18040018,,ABC_VIMS_Family_2017084,Dose 1x10^8,tolerant,mantle,,6/20/2018,PRJNA894694,10092,165.58867496887356,2.2190306309590504
SRX18040017,,ABC_VIMS_Family_2017089,Dose 1x10^8,tolerant,mantle,,6/20/2018,PRJNA894694,10092,197.721788668001,2.296054530602866
SRX18040016,,ABC_VIMS_Family_2017120,Dose 1x10^8,sensitive,mantle,,6/20/2018,PRJNA894694,10092,11.431219727051264,1.0580925726932535
SRX18040015,,ABC_VIMS_Family_2017120,Control,sensitive,mantle,,6/20/2018,PRJNA894694,10092,210.195515504258,2.3226234461711455
SRX18040014,,ABC_VIMS_Family_2017090,Dose 1x10^8,sensitive,mantle,,6/20/2018,PRJNA894694,10092,201.70368902544044,2.304713841240735
SRX18040013,,ABC_VIMS_Family_2017090,Dose 1x10^7,sensitive,mantle,,6/20/2018,PRJNA894694,10092,153.56422847113407,2.186290062135111
SRX18040012,,ABC_VIMS_Family_2017089,Dose 1x10^7,tolerant,mantle,,6/20/2018,PRJNA894694,10092,283.9435817946583,2.453232056422661
SRX18040011,,ABC_VIMS_Family_2017089,Dose 1x10^6,tolerant,mantle,,6/20/2018,PRJNA894694,10092,288.9944195527835,2.460889456663704
SRX18040010,,ABC_VIMS_Family_2017089,Control,tolerant,mantle,,6/20/2018,PRJNA894694,10092,344.892942310311,2.537684307307234
SRX18040009,,ABC_VIMS_Family_2017084,Dose 1x10^8,tolerant,mantle,,6/20/2018,PRJNA894694,10092,331.01902715012056,2.5198529579715108
SRX18040008,,ABC_VIMS_Family_2017084,Dose 1x10^7,tolerant,mantle,,6/20/2018,PRJNA894694,10092,268.0731061648971,2.428253246545207
SRX18040007,,ABC_VIMS_Family_2017120,Dose 1x10^7,sensitive,mantle,,6/20/2018,PRJNA894694,10092,51.439048813308375,1.7112929292211658
SRX18040005,,ABC_VIMS_Family_2017084,Dose 1x10^6,tolerant,mantle,,6/20/2018,PRJNA894694,10092,136.62570895563627,2.135532428533034
SRX18040004,,ABC_VIMS_Family_2017084,Control,tolerant,mantle,,6/20/2018,PRJNA894694,10092,434.34884813641895,2.6378386741311273
SRX7656996,B,Eastern Oyster,field,tolerant,Gill,,4/24/2018,PRJNA604121,10092,0.0,
SRX7656995,A,Eastern Oyster,field,tolerant,Gill,,4/24/2018,PRJNA604121,10092,4.772732421312372,0.6787670867431569
SRX7656994,A,Eastern Oyster,field,tolerant,Gill,,4/24/2018,PRJNA604121,10092,0.0,
SRX7656993,A,Eastern Oyster,field,tolerant,Gill,,4/24/2018,PRJNA604121,10092,7.525084987444463,0.8765114091655134
SRX7656992,A,Eastern Oyster,field,tolerant,Gill,,4/24/2018,PRJNA604121,10092,3.0114511816449596,0.4787758272562068
SRX7656991,A,Eastern Oyster,field,tolerant,Gill,,4/24/2018,PRJNA604121,10092,3.5394597193304187,0.5489369742232616
SRX7656990,D,Eastern Oyster,field,sensitive,Gill,,4/24/2018,PRJNA604121,10092,2.5607420672689925,0.4083658360228312
SRX7656989,D,Eastern Oyster,field,sensitive,Gill,,4/24/2018,PRJNA604121,10092,5.879565435744815,0.7693452281454494
SRX7656988,D,Eastern Oyster,field,sensitive,Gill,,4/24/2018,PRJNA604121,10092,0.7772870632408737,-0.10941856040445298
SRX7656987,D,Eastern Oyster,field,sensitive,Gill,,4/24/2018,PRJNA604121,10092,11.989025132037279,1.0787838705892954
SRX7656986,D,Eastern Oyster,field,sensitive,Gill,,4/24/2018,PRJNA604121,10092,0.7493672601387092,-0.1253052851569537
SRX7656985,C,Eastern Oyster,field,sensitive,Gill,,4/24/2018,PRJNA604121,10092,0.9568415197265078,-0.01915998783216438
SRX7656984,C,Eastern Oyster,field,sensitive,Gill,,4/24/2018,PRJNA604121,10092,2.963551285700718,0.4718124473179416
SRX7656983,C,Eastern Oyster,field,sensitive,Gill,,4/24/2018,PRJNA604121,10092,2.3998417122002835,0.3801825976345234
SRX7656982,C,Eastern Oyster,field,sensitive,Gill,,4/24/2018,PRJNA604121,10092,0.608145627447139,-0.2159924114777459
SRX7656981,B,Eastern Oyster,field,tolerant,Gill,,4/24/2018,PRJNA604121,10092,0.0,
SRX7656980,A,Eastern Oyster,field,tolerant,Gill,,4/24/2018,PRJNA604121,10092,1.5166132856326302,0.18087485611557577
SRX7656979,B,Eastern Oyster,field,tolerant,Gill,,4/24/2018,PRJNA604121,10092,2.2332280281703523,0.3489330698336561
SRX7656978,B,Eastern Oyster,field,tolerant,Gill,,4/24/2018,PRJNA604121,10092,6.95220692142672,0.8421226897203075
SRX7656977,B,Eastern Oyster,field,tolerant,Gill,,4/24/2018,PRJNA604121,10092,4.400304357787649,0.6434827165626164
SRX7656976,A,Eastern Oyster,field,tolerant,Gill,,4/24/2018,PRJNA604121,10092,0.0,
SRX7656975,A,Eastern Oyster,field,tolerant,Gill,,4/24/2018,PRJNA604121,10092,3.521140311994229,0.5466833313782516
SRX7656974,A,Eastern Oyster,field,tolerant,Gill,,4/24/2018,PRJNA604121,10092,1.4376872953863225,0.15766443496455104
SRX7656973,A,Eastern Oyster,field,tolerant,Gill,,4/24/2018,PRJNA604121,10092,7.078523356377778,0.849942669404105
SRX7656972,A,Eastern Oyster,field,tolerant,Gill,,4/24/2018,PRJNA604121,10092,4.243971758713448,0.6277724852491617
SRX7656971,A,Eastern Oyster,field,tolerant,Gill,,4/24/2018,PRJNA604121,10092,8.39390663150437,0.9239641340858646
SRX7656970,A,Eastern Oyster,field,tolerant,Gill,,4/24/2018,PRJNA604121,10092,2.684385098688619,0.4288448193354078
SRX7656969,A,Eastern Oyster,field,tolerant,Gill,,4/24/2018,PRJNA604121,10092,0.0,
SRX7656968,D,Eastern Oyster,field,sensitive,Gill,,4/24/2018,PRJNA604121,10092,4.022558649697054,0.6045023849162771
SRX7656967,D,Eastern Oyster,field,sensitive,Gill,,4/24/2018,PRJNA604121,10092,5.8767987095772405,0.7691408156391941
SRX7656966,D,Eastern Oyster,field,sensitive,Gill,,4/24/2018,PRJNA604121,10092,2.5226438216916693,0.4018559357361096
SRX7656965,C,Eastern Oyster,field,sensitive,Gill,,4/24/2018,PRJNA604121,10092,2.906977017419351,0.46344159824878645
SRX7656964,C,Eastern Oyster,field,sensitive,Gill,,4/24/2018,PRJNA604121,10092,0.9886698621643245,-0.00494870433401838
SRX7656963,C,Eastern Oyster,field,sensitive,Gill,,4/24/2018,PRJNA604121,10092,1.978848110358016,0.29641246052022896
SRX7656962,C,Eastern Oyster,field,sensitive,Gill,,4/24/2018,PRJNA604121,10092,3.1387100949420463,0.49675120420552277
SRX7656961,B,Eastern Oyster,field,tolerant,Gill,,4/24/2018,PRJNA604121,10092,3.3532986656843,0.5254722361255435
SRX7656960,B,Eastern Oyster,field,tolerant,Gill,,4/24/2018,PRJNA604121,10092,0.7871869801943613,-0.10392209760073072
SRX7656959,B,Eastern Oyster,field,tolerant,Gill,,4/24/2018,PRJNA604121,10092,4.217718707146396,0.6250776119118185
SRX7656958,A,Eastern Oyster,field,tolerant,Gill,,4/24/2018,PRJNA604121,10092,9.713034220969723,0.9873549188451456
SRX7656957,A,Eastern Oyster,field,tolerant,Gill,,4/24/2018,PRJNA604121,10092,2.624031340142802,0.41896901773479645
SRX13037871,,,Control,sensitive,gill,0.0,,PRJNA778545,10092,0.09141275085048536,-1.038993221795979
SRX13037870,,,Control,sensitive,gill,24.0,,PRJNA778545,10092,0.17855635698007158,-0.7482246834033139
SRX13037869,,,Control,sensitive,gill,3.0,,PRJNA778545,10092,1.9698045653792828,0.29442313967036654
SRX13037868,,,Injection,sensitive,gill,24.0,,PRJNA778545,10092,0.2628895672297328,-0.5802266485245278
SRX13037867,,,Injection,sensitive,gill,3.0,,PRJNA778545,10092,0.9503541220755735,-0.02211453723065924
SRX13037866,,,Control,tolerant,gill,0.0,,PRJNA778545,10092,0.0,
SRX13037865,,,Control,tolerant,gill,24.0,,PRJNA778545,10092,0.0,
SRX13037864,,,Control,tolerant,gill,3.0,,PRJNA778545,10092,0.0,
SRX13037863,,,Injection,tolerant,gill,24.0,,PRJNA778545,10092,0.0,
SRX13037862,,,Injection,tolerant,gill,3.0,,PRJNA778545,10092,0.0,
SRX9845543,,ABC_VIMS_Family_2014_286,Injected,sensitive,mantle,,6/26/2015,PRJNA691949,10092,38.40153863997312,1.584348625655627
SRX9845542,,ABC_VIMS_Family_2014_286,Injected,sensitive,mantle,,7/1/2015,PRJNA691949,10092,119.32260061919241,2.0767227101799413
SRX9845541,,ABC_VIMS_Family_2014_286,Injected,sensitive,mantle,,7/22/2015,PRJNA691949,10092,110.54398864144409,2.04353513071543
SRX9845540,,ABC_VIMS_Family_2014_286,Injected,sensitive,mantle,,6/26/2015,PRJNA691949,10092,218.04986414466472,2.3385558204236125
SRX9845539,,ABC_VIMS_Family_2014_286,Control,tolerant,mantle,,7/1/2015,PRJNA691949,10092,144.14978314217996,2.1588139933754547
SRX9845534,,ABC_VIMS_Family_2014_286,Control,tolerant,mantle,,6/26/2015,PRJNA691949,10092,157.63388383982755,2.1976495759896646
SRX9845523,,ABC_VIMS_Family_2014_286,Control,tolerant,mantle,,7/22/2015,PRJNA691949,10092,26.207130278014485,1.4184194676212833
SRX9845512,,ABC_VIMS_Family_2014_286,Control,tolerant,mantle,,7/22/2015,PRJNA691949,10092,105.02297016543427,2.0212842964516855
SRX9845511,,ABC_VIMS_Family_2014_286,Injected,sensitive,mantle,,7/22/2015,PRJNA691949,10092,66.48322421433463,1.8227120731187068
SRX9845510,,ABC_VIMS_Family_2014_286,Injected,sensitive,mantle,,6/26/2015,PRJNA691949,10092,66.59076371036798,1.8234139957199456
SRX9845509,,ABC_VIMS_Family_2014_286,Injected,sensitive,mantle,,7/1/2015,PRJNA691949,10092,120.11567664303911,2.0795996921261635
SRX9845508,,ABC_VIMS_Family_2014_286,Injected,sensitive,mantle,,7/22/2015,PRJNA691949,10092,121.72876865251617,2.0853932289329125
SRX9845507,,ABC_VIMS_Family_2014_286,Injected,sensitive,mantle,,7/1/2015,PRJNA691949,10092,216.8207533678477,2.3361008490922375
SRX9845506,,ABC_VIMS_Family_2014_286,Injected,sensitive,mantle,,7/1/2015,PRJNA691949,10092,224.9192749819309,2.35202667490915
SRX9845505,,ABC_VIMS_Family_2014_286,Injected,sensitive,mantle,,7/22/2015,PRJNA691949,10092,86.96726915751391,1.939355833091298
SRX9845504,,ABC_VIMS_Family_2014_286,Injected,sensitive,mantle,,6/26/2015,PRJNA691949,10092,86.23632989228375,1.9356902652192172
SRX9845503,,ABC_VIMS_Family_2014_286,Injected,sensitive,mantle,,7/22/2015,PRJNA691949,10092,50.485972986301896,1.7031707305771127
SRX9845502,,ABC_VIMS_Family_2014_286,Injected,sensitive,mantle,,7/1/2015,PRJNA691949,10092,157.60970937987142,2.1975829682310404
SRX9845501,,ABC_VIMS_Family_2014_286,Control,tolerant,mantle,,6/26/2015,PRJNA691949,10092,63.535107883254284,1.8030137716950665
SRX9845500,,ABC_VIMS_Family_2014_286,Control,tolerant,mantle,,7/1/2015,PRJNA691949,10092,160.33148289068254,2.205018809336062
SRX9845538,,ABC_VIMS_Family_2014_286,Fed,tolerant,mantle,,7/1/2015,PRJNA691949,10092,191.13413872270888,2.281338263898257
SRX9845537,,ABC_VIMS_Family_2014_286,Fed,tolerant,mantle,,6/26/2015,PRJNA691949,10092,133.90488707498386,2.12679642757935
SRX9845536,,ABC_VIMS_Family_2014_286,Fed,tolerant,mantle,,6/26/2015,PRJNA691949,10092,24.996602676760862,1.3978809871122004
SRX9845535,,ABC_VIMS_Family_2014_286,Fed,tolerant,mantle,,6/26/2015,PRJNA691949,10092,163.81999406090765,2.2143669058517923
SRX9845533,,ABC_VIMS_Family_2014_286,Fed,tolerant,mantle,,6/24/2015,PRJNA691949,10092,130.53009785431954,2.1157106635894505
SRX9845532,,ABC_VIMS_Family_2014_286,Fed,tolerant,mantle,,6/24/2015,PRJNA691949,10092,36.59299007125264,1.5633978978274086
SRX9845531,,ABC_VIMS_Family_2014_286,Fed,tolerant,mantle,,6/24/2015,PRJNA691949,10092,128.83082771683027,2.110019797071528
SRX9845530,,ABC_VIMS_Family_2014_286,Control,tolerant,mantle,,7/22/2015,PRJNA691949,10092,195.69000533132308,2.291568645073946
SRX9845529,,ABC_VIMS_Family_2014_286,Control,tolerant,mantle,,7/22/2015,PRJNA691949,10092,259.52817452881146,2.4141845120041032
SRX9845528,,ABC_VIMS_Family_2014_286,Control,tolerant,mantle,,7/22/2015,PRJNA691949,10092,177.2923797820138,2.2486900695561207
SRX9845527,,ABC_VIMS_Family_2014_286,Control,tolerant,mantle,,7/1/2015,PRJNA691949,10092,159.66436555574745,2.2032079996115446
SRX9845526,,ABC_VIMS_Family_2014_286,Control,tolerant,mantle,,7/1/2015,PRJNA691949,10092,136.0526683838554,2.1337070639623006
SRX9845525,,ABC_VIMS_Family_2014_286,Control,tolerant,mantle,,7/1/2015,PRJNA691949,10092,179.37610632101396,2.2537645926432517
SRX9845524,,ABC_VIMS_Family_2014_286,Control,tolerant,mantle,,6/26/2015,PRJNA691949,10092,129.18459725533006,2.1112107355957033
SRX9845522,,ABC_VIMS_Family_2014_286,Control,tolerant,mantle,,6/26/2015,PRJNA691949,10092,61.449031233076106,1.7885150404617607
SRX9845521,,ABC_VIMS_Family_2014_286,Control,tolerant,mantle,,6/26/2015,PRJNA691949,10092,141.0679947005096,2.149428492835739
SRX9845520,,ABC_VIMS_Family_2014_286,Control,tolerant,mantle,,6/24/2015,PRJNA691949,10092,178.28917321374527,2.2511249710144376
SRX9845519,,ABC_VIMS_Family_2014_286,Control,tolerant,mantle,,6/24/2015,PRJNA691949,10092,95.20095335567846,1.9786412974920093
SRX9845518,,ABC_VIMS_Family_2014_286,Control,tolerant,mantle,,6/24/2015,PRJNA691949,10092,55.2710149056952,1.7424974393220733
SRX9845517,,ABC_VIMS_Family_2014_286,Fed,tolerant,mantle,,7/22/2015,PRJNA691949,10092,134.09093850107013,2.127399430409761
SRX9845516,,ABC_VIMS_Family_2014_286,Fed,tolerant,mantle,,7/22/2015,PRJNA691949,10092,171.30392774993638,2.233767320820547
SRX9845515,,ABC_VIMS_Family_2014_286,Fed,tolerant,mantle,,7/22/2015,PRJNA691949,10092,178.53339965910126,2.2517194749622225
SRX9845514,,ABC_VIMS_Family_2014_286,Fed,tolerant,mantle,,7/1/2015,PRJNA691949,10092,166.52625661763474,2.2214827195548117
SRX9845513,,ABC_VIMS_Family_2014_286,Fed,tolerant,mantle,,7/1/2015,PRJNA691949,10092,228.4085826145645,2.358712418803737
SRX18040064,,ABC_VIMS_Family_2017084,Dose 1x10^6,tolerant,mantle,,6/20/2018,PRJNA894694,17590,87.13352656040627,1.9401852916162
SRX18040063,,ABC_VIMS_Family_2017084,Control,tolerant,mantle,,6/20/2018,PRJNA894694,17590,40.922324771181486,1.611960297733595
SRX18040062,,ABC_VIMS_Family_2017120,Dose 1x10^6,sensitive,mantle,,6/20/2018,PRJNA894694,17590,0.5744421977660744,-0.24075366489419106
SRX18040061,,ABC_VIMS_Family_2017120,Dose 1x10^8,sensitive,mantle,,6/20/2018,PRJNA894694,17590,0.7214029380110099,-0.1418220932910531
SRX18040060,,ABC_VIMS_Family_2017090,Dose 1x10^6,sensitive,mantle,,6/20/2018,PRJNA894694,17590,0.2923186138482848,-0.5341435293766917
SRX18040059,,ABC_VIMS_Family_2017120,Dose 1x10^7,sensitive,mantle,,6/20/2018,PRJNA894694,17590,105.27101475940175,2.022308809334656
SRX18040057,,ABC_VIMS_Family_2017090,Control,sensitive,mantle,,6/20/2018,PRJNA894694,17590,0.8047412430916195,-0.09434374045493657
SRX18040056,,ABC_VIMS_Family_2017089,Dose 1x10^6,tolerant,mantle,,6/20/2018,PRJNA894694,17590,224.5329489493583,2.3512800802922
SRX18040055,,ABC_VIMS_Family_2017084,Dose 1x10^8,tolerant,mantle,,6/20/2018,PRJNA894694,17590,77.48831283145135,1.8892362050152203
SRX18040058,,ABC_VIMS_Family_2017090,Dose 1x10^8,sensitive,mantle,,6/20/2018,PRJNA894694,17590,3.421245198345657,0.5341842008943368
SRX18040054,,ABC_VIMS_Family_2017120,Dose 1x10^8,sensitive,mantle,,6/20/2018,PRJNA894694,17590,70.34286400266635,1.8472200465972557
SRX18040053,,ABC_VIMS_Family_2017120,Control,sensitive,mantle,,6/20/2018,PRJNA894694,17590,1.2467069624672988,0.09576438488271809
SRX18040052,,ABC_VIMS_Family_2017090,Dose 1x10^8,sensitive,mantle,,6/20/2018,PRJNA894694,17590,1.7693373039730662,0.24781063409123055
SRX18040051,,ABC_VIMS_Family_2017090,Control,sensitive,mantle,,6/20/2018,PRJNA894694,17590,0.5002833763810223,-0.3007839277900607
SRX18040049,,ABC_VIMS_Family_2017090,Control,sensitive,mantle,,6/20/2018,PRJNA894694,17590,1.4287494252364303,0.15495606869348905
SRX18040048,,ABC_VIMS_Family_2017089,Dose 1x10^6,tolerant,mantle,,6/20/2018,PRJNA894694,17590,179.32120546253205,2.2536316496894386
SRX18040046,,ABC_VIMS_Family_2017120,Dose 1x10^6,sensitive,mantle,,6/20/2018,PRJNA894694,17590,0.5522396800868021,-0.25787239120706185
SRX18040045,,ABC_VIMS_Family_2017090,Dose 1x10^7,sensitive,mantle,,6/20/2018,PRJNA894694,17590,0.2588415209012052,-0.5869660570144863
SRX18040044,,ABC_VIMS_Family_2017090,Dose 1x10^6,sensitive,mantle,,6/20/2018,PRJNA894694,17590,2.8967449785688224,0.4619102627993986
SRX18040047,,ABC_VIMS_Family_2017089,Dose 1x10^7,tolerant,mantle,,6/20/2018,PRJNA894694,17590,268.1194569481835,2.4283283310982133
SRX18040043,,ABC_VIMS_Family_2017089,Dose 1x10^8,tolerant,mantle,,6/20/2018,PRJNA894694,17590,83.34103508224752,1.9208588900223493
SRX18040042,,ABC_VIMS_Family_2017089,Control,tolerant,mantle,,6/20/2018,PRJNA894694,17590,77.16328952373604,1.887410733636889
SRX18040041,,ABC_VIMS_Family_2017084,Dose 1x10^7,tolerant,mantle,,6/20/2018,PRJNA894694,17590,212.93575882754206,2.328248599707105
SRX18040040,,ABC_VIMS_Family_2017084,Dose 1x10^6,tolerant,mantle,,6/20/2018,PRJNA894694,17590,92.09760058512344,1.9642483156885444
SRX18040038,,ABC_VIMS_Family_2017120,Dose 1x10^6,sensitive,mantle,,6/20/2018,PRJNA894694,17590,165.46614702858793,2.2187091542292827
SRX18040037,,ABC_VIMS_Family_2017090,Dose 1x10^7,sensitive,mantle,,6/20/2018,PRJNA894694,17590,1.0035431427373809,0.0015360477253725084
SRX18040036,,ABC_VIMS_Family_2017084,Dose 1x10^7,tolerant,mantle,,6/20/2018,PRJNA894694,17590,113.07677611578882,2.0533734180074177
SRX18040039,,ABC_VIMS_Family_2017120,Dose 1x10^7,sensitive,mantle,,6/20/2018,PRJNA894694,17590,63.21223277800163,1.8008011307175693
SRX18040035,,ABC_VIMS_Family_2017090,Dose 1x10^6,sensitive,mantle,,6/20/2018,PRJNA894694,17590,40.26814798900754,1.604961656012938
SRX18040034,,ABC_VIMS_Family_2017089,Dose 1x10^8,tolerant,mantle,,6/20/2018,PRJNA894694,17590,253.55230810632733,2.404067568318241
SRX18040033,,ABC_VIMS_Family_2017089,Dose 1x10^7,tolerant,mantle,,6/20/2018,PRJNA894694,17590,157.42257886047457,2.1970670226307836
SRX18040032,,ABC_VIMS_Family_2017084,Dose 1x10^6,tolerant,mantle,,6/20/2018,PRJNA894694,17590,401.2440077616211,2.603408559642226
SRX18040030,,ABC_VIMS_Family_2017120,Dose 1x10^7,sensitive,mantle,,6/20/2018,PRJNA894694,17590,211.02605446862287,2.3243360790578675
SRX18040029,,ABC_VIMS_Family_2017120,Dose 1x10^6,sensitive,mantle,,6/20/2018,PRJNA894694,17590,1.2649262432501878,0.10206520291633331
SRX18040028,,ABC_VIMS_Family_2017090,Dose 1x10^6,sensitive,mantle,,6/20/2018,PRJNA894694,17590,0.5401504639729496,-0.267485246527018
SRX18040031,,ABC_VIMS_Family_2017084,Control,tolerant,mantle,,6/20/2018,PRJNA894694,17590,31.11902548392692,1.4930259882668855
SRX18040027,,ABC_VIMS_Family_2017089,Dose 1x10^8,tolerant,mantle,,6/20/2018,PRJNA894694,17590,90.50249291819334,1.9566605421411587
SRX18040026,,ABC_VIMS_Family_2017084,Dose 1x10^7,tolerant,mantle,,6/20/2018,PRJNA894694,17590,136.3322021185791,2.1345984497495585
SRX18040025,,ABC_VIMS_Family_2017084,Dose 1x10^8,tolerant,mantle,,6/20/2018,PRJNA894694,17590,287.74065093068083,2.459001221736488
SRX18040050,,ABC_VIMS_Family_2017089,Dose 1x10^7,tolerant,mantle,,6/20/2018,PRJNA894694,17590,200.6684278613365,2.3024790482014685
SRX18040006,,ABC_VIMS_Family_2017089,Dose 1x10^7,tolerant,mantle,,6/20/2018,PRJNA894694,17590,164.5825627611376,2.2163838205617243
SRX18040024,,ABC_VIMS_Family_2017120,Dose 1x10^8,sensitive,mantle,,6/20/2018,PRJNA894694,17590,54.96180092956632,1.7400609547821846
SRX18040023,,ABC_VIMS_Family_2017120,Control,sensitive,mantle,,6/20/2018,PRJNA894694,17590,82.40997611075785,1.9159797882457026
SRX18040022,,ABC_VIMS_Family_2017090,Dose 1x10^8,sensitive,mantle,,6/20/2018,PRJNA894694,17590,3.4645267448428845,0.539643918272358
SRX18040021,,ABC_VIMS_Family_2017090,Dose 1x10^7,sensitive,mantle,,6/20/2018,PRJNA894694,17590,90.75827914598058,1.9578862526989051
