LOC_ID,Gene_description,Canonical_XP,N_studies,DS1_identified,DS1_n_comparisons,DS1_comparisons,DS2_identified,DS2_n_comparisons,DS2_comparisons,DS3_identified,DS3_n_comparisons,DS3_comparisons,DS4_identified,DS4_n_comparisons,DS4_comparisons,DS5_identified,DS5_n_comparisons,DS5_comparisons
LOC111108097,ryncolin-1-like isoform X2,XP_022299374.1,2,No,0,,No,0,,Yes,1,Cv_Pmarinus_infection,Yes,1,28d_fed_vs_inj,No,0,
LOC111108124,IQ motif and SEC7 domain-containing protein 1-like isoform X5,XP_022299420.1,2,Yes,3,fam90_vs_fam120; fam90_vs_fam84; fam90_vs_fam89,No,0,,No,0,,Yes,1,28d_fed_vs_inj,No,0,
LOC111108197,SCO-spondin-like isoform X4,XP_022299573.1,2,Yes,1,fam90_vs_fam89,No,0,,No,0,,Yes,1,6h_fed_vs_ctrl,No,0,
LOC111108260,kunitz-type serine protease inhibitor A-like,XP_022299732.1,2,Yes,1,fam90_vs_fam84,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111108469,uncharacterized protein LOC111108469,XP_022300084.1,2,Yes,3,fam90_vs_fam120; fam90_vs_fam84; fam90_vs_fam89,No,0,,No,0,,Yes,1,28d_fed_vs_inj,No,0,
LOC111108534,protein DENND6A-like isoform X2,XP_022300207.1,2,Yes,3,fam90_vs_fam120; fam90_vs_fam84; fam90_vs_fam89,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111108588,uncharacterized protein LOC111108588,XP_022300281.1,2,No,0,,No,0,,Yes,1,Cv_Pmarinus_infection,Yes,1,7d_fed_vs_inj,No,0,
LOC111108644,uncharacterized protein LOC111108644 isoform X2,XP_022300357.1,2,Yes,2,fam90_vs_fam84; fam90_vs_fam89,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111108645,uncharacterized protein LOC111108645 isoform X1,XP_022300361.1,2,Yes,2,fam90_vs_fam84; fam90_vs_fam89,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111108650,heat shock 70 kDa protein 12A-like,XP_022300369.1,2,Yes,2,fam90_vs_fam120; fam90_vs_fam89,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111108653,ras-like protein 3 isoform X3,XP_022300374.1,2,Yes,1,fam90_vs_fam120,No,0,,No,0,,Yes,3,28d_fed_vs_inj; 6h_fed_vs_ctrl; 7d_fed_vs_inj,No,0,
LOC111108768,interferon-induced protein 44-like,XP_022300536.1,2,Yes,1,fam90_vs_fam89,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111108770,interferon-induced protein 44-like isoform X2,XP_022300548.1,2,Yes,2,fam90_vs_fam84; fam90_vs_fam89,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111109526,uncharacterized protein LOC111109526 isoform X3,XP_022301394.1,2,Yes,1,fam90_vs_fam84,No,0,,No,0,,Yes,1,7d_fed_vs_inj,No,0,
LOC111109589,complement C1q tumor necrosis factor-related protein 3-like,XP_022301483.1,2,No,0,,Yes,1,Pmarinus_infection,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111110026,complement C1q tumor necrosis factor-related protein 3-like,XP_022302048.1,2,Yes,1,fam90_vs_fam84,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111110248,uncharacterized protein LOC111110248,XP_022302368.1,2,Yes,1,fam90_vs_fam89,No,0,,No,0,,Yes,1,28d_fed_vs_inj,No,0,
LOC111110446,uncharacterized protein LOC111110446,XP_022302657.1,2,Yes,1,fam90_vs_fam120,No,0,,No,0,,Yes,1,36h_fed_vs_inj,No,0,
LOC111110489,complement C1q-like protein 3,XP_022302712.1,2,Yes,2,fam90_vs_fam84; fam90_vs_fam89,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111110644,uncharacterized protein LOC111110644,XP_022302943.1,2,No,0,,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,Yes,1,resistant_fam266_36h_7d
LOC111110731,perlucin-like protein,XP_022303030.1,2,Yes,2,fam90_vs_fam120; fam90_vs_fam84,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111110826,polyenoic fatty acid isomerase-like isoform X1,XP_022303161.1,2,Yes,1,fam90_vs_fam120,No,0,,No,0,,No,0,,Yes,1,resistant_fam266_36h_7d
LOC111110856,dnaJ homolog subfamily C member 28-like,XP_022303198.1,2,Yes,3,fam90_vs_fam120; fam90_vs_fam84; fam90_vs_fam89,No,0,,No,0,,Yes,1,28d_fed_vs_inj,No,0,
LOC111111019,uncharacterized protein LOC111111019 isoform X1,XP_022303457.1,2,Yes,1,fam90_vs_fam89,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111111178,uncharacterized protein LOC111111178,XP_022303703.1,2,Yes,1,fam90_vs_fam89,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111111289,uncharacterized protein LOC111111289 isoform X1,XP_022303872.1,2,Yes,2,fam90_vs_fam120; fam90_vs_fam89,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111111464,hornerin-like isoform X2,XP_022304164.1,2,Yes,1,fam90_vs_fam89,No,0,,No,0,,Yes,1,28d_fed_vs_inj,No,0,
LOC111111471,delta-like protein A isoform X1,XP_022304174.1,2,Yes,1,fam90_vs_fam120,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111111582,uncharacterized protein LOC111111582 isoform X1,XP_022304345.1,2,Yes,1,fam90_vs_fam84,No,0,,No,0,,Yes,1,7d_fed_vs_inj,No,0,
LOC111111616,potassium voltage-gated channel subfamily H member 7-like isoform X1,XP_022304402.1,2,Yes,2,fam90_vs_fam84; fam90_vs_fam89,No,0,,No,0,,Yes,1,7d_fed_vs_inj,No,0,
LOC111111800,uncharacterized protein LOC111111800,XP_022304656.1,2,Yes,1,fam90_vs_fam84,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111112006,cubilin-like isoform X5,XP_022304951.1,2,Yes,2,fam90_vs_fam120; fam90_vs_fam89,No,0,,No,0,,Yes,1,28d_fed_vs_inj,No,0,
LOC111112066,perlucin-like protein,XP_022305075.1,2,Yes,3,fam90_vs_fam120; fam90_vs_fam84; fam90_vs_fam89,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111112101,galactosylceramide sulfotransferase-like,XP_022305136.1,2,Yes,3,fam90_vs_fam120; fam90_vs_fam84; fam90_vs_fam89,No,0,,No,0,,Yes,1,28d_fed_vs_inj,No,0,
LOC111112173,uncharacterized protein LOC111112173 isoform X1,XP_022305262.1,2,Yes,1,fam90_vs_fam89,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111112214,uncharacterized protein LOC111112214,XP_022305324.1,2,Yes,1,fam90_vs_fam89,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111112352,loricrin-like isoform X5,XP_022305507.1,2,Yes,1,fam90_vs_fam120,No,0,,No,0,,Yes,1,7d_fed_vs_inj,No,0,
LOC111112400,extracellular tyrosine-protein kinase PKDCC-like,XP_022305579.1,2,Yes,1,fam90_vs_fam120,No,0,,No,0,,Yes,2,6h_fed_vs_ctrl; 7d_fed_vs_inj,No,0,
LOC111112466,MAM and LDL-receptor class A domain-containing protein 1-like isoform X1,XP_022305685.1,2,Yes,2,fam90_vs_fam84; fam90_vs_fam89,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111112488,atrial natriuretic peptide-converting enzyme-like,XP_022305712.1,2,Yes,1,fam90_vs_fam89,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111112606,fucolectin-4-like,XP_022305901.1,2,Yes,1,fam90_vs_fam120,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111112614,uncharacterized protein LOC111112614 isoform X1,XP_022305932.1,2,Yes,2,fam90_vs_fam120; fam90_vs_fam84,No,0,,No,0,,Yes,1,28d_fed_vs_inj,No,0,
LOC111112624,glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1-like isoform X1,XP_022305955.1,2,Yes,1,fam90_vs_fam89,No,0,,No,0,,Yes,1,28d_fed_vs_inj,No,0,
LOC111112629,uncharacterized protein LOC111112629 isoform X1,XP_022305972.1,2,Yes,2,fam90_vs_fam84; fam90_vs_fam89,No,0,,No,0,,Yes,1,6h_fed_vs_ctrl,No,0,
LOC111112657,uncharacterized protein LOC111112657 isoform X2,XP_022306051.1,2,Yes,1,fam90_vs_fam89,No,0,,No,0,,Yes,1,6h_fed_vs_ctrl,No,0,
LOC111112685,uncharacterized protein LOC111112685 isoform X4,XP_022306104.1,2,Yes,1,fam90_vs_fam89,No,0,,No,0,,Yes,1,28d_fed_vs_inj,No,0,
LOC111112731,protein FAM81A-like,XP_022306173.1,2,Yes,1,fam90_vs_fam89,No,0,,No,0,,Yes,1,28d_fed_vs_inj,No,0,
LOC111112775,uncharacterized protein LOC111112775 isoform X1,XP_022306266.1,2,Yes,1,fam90_vs_fam89,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111112794,polypeptide N-acetylgalactosaminyltransferase 5-like isoform X1,XP_022306299.1,2,Yes,2,fam90_vs_fam120; fam90_vs_fam89,No,0,,No,0,,Yes,1,28d_fed_vs_inj,No,0,
LOC111112814,ryncolin-4-like,XP_022306349.1,2,Yes,1,fam90_vs_fam84,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111112914,uncharacterized protein DDB_G0271670-like,XP_022306497.1,2,Yes,1,fam90_vs_fam84,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111113056,uncharacterized protein LOC111113056 isoform X1,XP_022306717.1,2,Yes,3,fam90_vs_fam120; fam90_vs_fam84; fam90_vs_fam89,No,0,,No,0,,Yes,1,28d_fed_vs_inj,No,0,
LOC111113278,dipeptidase 1-like,XP_022307112.1,2,Yes,1,fam90_vs_fam120,No,0,,No,0,,Yes,2,36h_fed_vs_inj; 6h_fed_vs_ctrl,No,0,
LOC111113316,valine-rich protein-like isoform X4,XP_022307201.1,2,Yes,1,fam90_vs_fam120,No,0,,No,0,,No,0,,Yes,1,resistant_fam266_36h_7d
LOC111113366,polypeptide N-acetylgalactosaminyltransferase 1-like isoform X2,XP_022307305.1,2,Yes,1,fam90_vs_fam120,No,0,,No,0,,Yes,1,28d_fed_vs_inj,No,0,
LOC111113575,uncharacterized protein K02A2.6-like,XP_022307577.1,2,Yes,1,fam90_vs_fam89,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111113576,uncharacterized protein K02A2.6-like,XP_022307578.1,2,Yes,1,fam90_vs_fam89,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111113845,multiple epidermal growth factor-like domains protein 10,XP_022307845.1,2,Yes,1,fam90_vs_fam89,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111114148,uncharacterized protein K02A2.6-like,XP_022308145.1,2,Yes,1,fam90_vs_fam84,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111114681,caveolin-1-like,XP_022308809.1,2,Yes,2,fam90_vs_fam84; fam90_vs_fam89,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111114717,uncharacterized protein LOC111114717,XP_022308862.1,2,Yes,2,fam90_vs_fam84; fam90_vs_fam89,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111114836,tropomodulin-like isoform X2,XP_022309040.1,2,Yes,3,fam90_vs_fam120; fam90_vs_fam84; fam90_vs_fam89,No,0,,No,0,,Yes,1,6h_fed_vs_ctrl,No,0,
LOC111114926,uncharacterized protein LOC111114926 isoform X1,XP_022309184.1,2,Yes,1,fam90_vs_fam84,No,0,,No,0,,Yes,1,36h_fed_vs_inj,No,0,
LOC111114977,serine/arginine repetitive matrix protein 2-like isoform X1,XP_022309230.1,2,Yes,1,fam90_vs_fam89,No,0,,No,0,,Yes,1,36h_fed_vs_inj,No,0,
LOC111115119,uncharacterized protein LOC111115119,XP_022309439.1,2,Yes,1,fam90_vs_fam89,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111115218,collagen alpha-1(VIII) chain-like,XP_022309586.1,2,Yes,1,fam90_vs_fam84,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111115342,uncharacterized PE-PGRS family protein PE_PGRS54-like isoform X2,XP_022309747.1,2,Yes,3,fam90_vs_fam120; fam90_vs_fam84; fam90_vs_fam89,No,0,,No,0,,Yes,1,28d_fed_vs_inj,No,0,
LOC111115384,cysteine dioxygenase type 1-like,XP_022309808.1,2,Yes,2,fam90_vs_fam120; fam90_vs_fam89,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111115403,uncharacterized protein LOC111115403,XP_022309831.1,2,Yes,1,fam90_vs_fam84,No,0,,No,0,,No,0,,Yes,1,resistant_fam266_36h_7d
LOC111115493,complement C1q-like protein 3,XP_022309958.1,2,No,0,,No,0,,Yes,1,Cv_Pmarinus_infection,Yes,1,28d_fed_vs_inj,No,0,
LOC111115653,uncharacterized protein LOC111115653,XP_022310183.1,2,Yes,2,fam90_vs_fam84; fam90_vs_fam89,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111115723,uncharacterized protein LOC111115723,XP_022310267.1,2,Yes,1,fam90_vs_fam89,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111115769,furin-like protease kpc-1 isoform X2,XP_022310316.1,2,Yes,1,fam90_vs_fam84,No,0,,No,0,,Yes,1,28d_fed_vs_inj,No,0,
LOC111115888,tripartite motif-containing protein 45-like,XP_022310496.1,2,Yes,2,fam90_vs_fam84; fam90_vs_fam89,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111115957,uncharacterized protein LOC111115957,XP_022310593.1,2,Yes,1,fam90_vs_fam89,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111116003,interferon-induced protein 44-like isoform X1,XP_022310669.1,2,Yes,1,fam90_vs_fam84,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111116042,kielin/chordin-like protein isoform X9,XP_022310717.1,2,Yes,1,fam90_vs_fam89,No,0,,No,0,,Yes,1,28d_fed_vs_inj,No,0,
LOC111116063,perlucin-like protein,XP_022310758.1,2,Yes,1,fam90_vs_fam120,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111116128,ankyrin-1-like isoform X2,XP_022310830.1,2,Yes,1,fam90_vs_fam84,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111116607,solute carrier organic anion transporter family member 4A1-like isoform X2,XP_022311347.1,2,Yes,3,fam90_vs_fam120; fam90_vs_fam84; fam90_vs_fam89,No,0,,No,0,,Yes,1,28d_fed_vs_inj,No,0,
LOC111116624,WD repeat-containing protein JIP5-like,XP_022311331.1,2,Yes,1,fam90_vs_fam120,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111116629,uncharacterized protein LOC111116629 isoform X1,XP_022311335.1,2,Yes,1,fam90_vs_fam84,No,0,,No,0,,Yes,1,6h_fed_vs_ctrl,No,0,
LOC111116777,uncharacterized protein LOC111116777,XP_022311485.1,2,Yes,3,fam90_vs_fam120; fam90_vs_fam84; fam90_vs_fam89,No,0,,No,0,,Yes,1,36h_fed_vs_inj,No,0,
LOC111116792,multiple epidermal growth factor-like domains protein 10 isoform X1,XP_022311509.1,2,Yes,2,fam90_vs_fam120; fam90_vs_fam89,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111116807,uncharacterized protein LOC111116807,XP_022311534.1,2,Yes,2,fam90_vs_fam120; fam90_vs_fam89,No,0,,No,0,,Yes,1,7d_fed_vs_inj,No,0,
LOC111116878,transient receptor potential cation channel subfamily M member 1-like,XP_022311634.1,2,Yes,1,fam90_vs_fam89,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111116931,multiple epidermal growth factor-like domains protein 10 isoform X1,XP_022311697.1,2,Yes,1,fam90_vs_fam89,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111117242,uncharacterized protein LOC111117242,XP_022312020.1,2,Yes,1,fam90_vs_fam89,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111117323,uncharacterized protein LOC111117323 isoform X1,XP_022312094.1,2,Yes,3,fam90_vs_fam120; fam90_vs_fam84; fam90_vs_fam89,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111117491,uncharacterized protein LOC111117491 isoform X2,XP_022312336.1,2,Yes,1,fam90_vs_fam89,No,0,,No,0,,Yes,1,28d_fed_vs_inj,No,0,
LOC111117571,BPTI/Kunitz domain-containing protein 4-like isoform X2,XP_022312430.1,2,Yes,1,fam90_vs_fam84,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111117829,cis-aconitate decarboxylase-like,XP_022312773.1,2,No,0,,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,Yes,1,resistant_fam266_36h_7d
LOC111117943,uncharacterized protein LOC111117943,XP_022312892.1,2,Yes,1,fam90_vs_fam120,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111118074,uncharacterized protein LOC111118074 isoform X2,XP_022313118.1,2,Yes,1,fam90_vs_fam89,No,0,,No,0,,Yes,1,6h_fed_vs_ctrl,No,0,
LOC111118097,EF-hand calcium-binding domain-containing protein 1-like,XP_022313112.1,2,Yes,1,fam90_vs_fam84,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111118098,EF-hand calcium-binding domain-containing protein 1-like,XP_022313113.1,2,Yes,1,fam90_vs_fam84,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111118239,myelin regulatory factor-like isoform X4,XP_022313296.1,2,Yes,2,fam90_vs_fam84; fam90_vs_fam89,No,0,,No,0,,Yes,1,6h_fed_vs_ctrl,No,0,
LOC111118242,prostaglandin E2 receptor EP4 subtype-like,XP_022313297.1,2,Yes,1,fam90_vs_fam89,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111118278,platelet endothelial aggregation receptor 1-like isoform X3,XP_022313360.1,2,Yes,1,fam90_vs_fam120,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111118720,tyrosine-protein phosphatase non-receptor type 7-like isoform X1,XP_022314014.1,2,Yes,1,fam90_vs_fam84,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111118856,tripartite motif-containing protein 2-like,XP_022314247.1,2,Yes,3,fam90_vs_fam120; fam90_vs_fam84; fam90_vs_fam89,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111119119,uncharacterized protein LOC111119119,XP_022314687.1,2,Yes,1,fam90_vs_fam89,No,0,,No,0,,Yes,1,6h_fed_vs_ctrl,No,0,
LOC111119129,probable thiopurine S-methyltransferase,XP_022314693.1,2,Yes,1,fam90_vs_fam84,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111119220,ATP-binding cassette sub-family G member 2-like isoform X2,XP_022314882.1,2,Yes,1,fam90_vs_fam89,No,0,,No,0,,Yes,1,6h_fed_vs_ctrl,No,0,
LOC111119367,uncharacterized protein LOC111119367 isoform X1,XP_022315167.1,2,Yes,2,fam90_vs_fam120; fam90_vs_fam89,No,0,,No,0,,Yes,1,6h_fed_vs_ctrl,No,0,
LOC111119467,uncharacterized protein LOC111119467 isoform X1,XP_022315368.1,2,Yes,1,fam90_vs_fam89,No,0,,No,0,,Yes,1,7d_fed_vs_inj,No,0,
LOC111119512,heat shock protein 70 B2-like,XP_022315428.1,2,No,0,,No,0,,Yes,1,Cv_Pmarinus_infection,Yes,1,6h_fed_vs_ctrl,No,0,
LOC111119559,uncharacterized protein LOC111119559 isoform X2,XP_022315526.1,2,Yes,2,fam90_vs_fam120; fam90_vs_fam89,No,0,,No,0,,Yes,1,28d_fed_vs_inj,No,0,
LOC111119690,uncharacterized protein LOC111119690,XP_022315819.1,2,Yes,1,fam90_vs_fam89,No,0,,No,0,,Yes,1,7d_fed_vs_inj,No,0,
LOC111119785,U4/U6 small nuclear ribonucleoprotein Prp31-like,XP_022315979.1,2,Yes,1,fam90_vs_fam89,No,0,,No,0,,Yes,1,36h_fed_vs_inj,No,0,
LOC111119893,transcription factor kayak-like isoform X2,XP_022316169.1,2,Yes,1,fam90_vs_fam120,No,0,,No,0,,Yes,2,36h_fed_vs_inj; 6h_fed_vs_ctrl,No,0,
LOC111120009,uncharacterized protein C1orf228 homolog isoform X1,XP_022316328.1,2,Yes,1,fam90_vs_fam84,No,0,,No,0,,Yes,1,6h_fed_vs_ctrl,No,0,
LOC111120021,uncharacterized protein LOC111120021,XP_022316362.1,2,Yes,1,fam90_vs_fam120,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111120042,LOW QUALITY PROTEIN: hemicentin-2-like,XP_022316395.1,2,Yes,1,fam90_vs_fam89,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111120068,cytosolic endo-beta-N-acetylglucosaminidase-like isoform X1,XP_022316427.1,2,Yes,1,fam90_vs_fam89,No,0,,No,0,,Yes,1,6h_fed_vs_ctrl,No,0,
LOC111120310,LOW QUALITY PROTEIN: adenosine deaminase 2-like,XP_022316746.1,2,Yes,1,fam90_vs_fam120,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111120510,uncharacterized protein LOC111120510,XP_022316974.1,2,Yes,2,fam90_vs_fam120; fam90_vs_fam89,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111120524,uncharacterized protein LOC111120524 isoform X3,XP_022317011.1,2,Yes,1,fam90_vs_fam84,No,0,,No,0,,Yes,1,36h_fed_vs_inj,No,0,
LOC111120559,annexin A7-like isoform X2,XP_022317069.1,2,Yes,1,fam90_vs_fam89,No,0,,No,0,,Yes,1,28d_fed_vs_inj,No,0,
LOC111120666,glutathione peroxidase-like isoform X1,XP_022317269.1,2,No,0,,No,0,,Yes,1,Cv_Pmarinus_infection,Yes,1,6h_fed_vs_ctrl,No,0,
LOC111120791,hippocalcin-like protein 4,XP_022317468.1,2,Yes,3,fam90_vs_fam120; fam90_vs_fam84; fam90_vs_fam89,No,0,,No,0,,Yes,1,28d_fed_vs_inj,No,0,
LOC111120885,protein Tob1-like,XP_022317612.1,2,Yes,1,fam90_vs_fam89,No,0,,No,0,,Yes,1,6h_fed_vs_ctrl,No,0,
LOC111121029,TNF receptor-associated factor 6-like isoform X3,XP_022317831.1,2,No,0,,No,0,,Yes,1,Cv_Pmarinus_infection,Yes,1,28d_fed_vs_inj,No,0,
LOC111121071,SH2 domain-containing protein 4B-like isoform X3,XP_022317893.1,2,Yes,3,fam90_vs_fam120; fam90_vs_fam84; fam90_vs_fam89,No,0,,No,0,,Yes,2,28d_fed_vs_inj; 36h_fed_vs_inj,No,0,
LOC111121405,phosphoinositide 3-kinase adapter protein 1-like isoform X1,XP_022318387.1,2,Yes,1,fam90_vs_fam89,No,0,,No,0,,Yes,1,6h_fed_vs_ctrl,No,0,
LOC111121565,uncharacterized protein LOC111121565 isoform X3,XP_022318601.1,2,Yes,1,fam90_vs_fam89,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111121984,regulator of chromosome condensation-like isoform X1,XP_022319198.1,2,Yes,1,fam90_vs_fam84,No,0,,No,0,,Yes,1,7d_fed_vs_inj,No,0,
LOC111122156,E3 ubiquitin-protein ligase TRIM56-like,XP_022319454.1,2,Yes,1,fam90_vs_fam120,No,0,,No,0,,Yes,1,6h_fed_vs_ctrl,No,0,
LOC111122246,cis-aconitate decarboxylase-like,XP_022319601.1,2,No,0,,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,Yes,1,resistant_fam266_36h_7d
LOC111122255,phytanoyl-CoA dioxygenase domain-containing protein 1-like,XP_022319612.1,2,No,0,,No,0,,Yes,1,Cv_Pmarinus_infection,Yes,1,28d_fed_vs_inj,No,0,
LOC111122264,V-type proton ATPase 116 kDa subunit a-like isoform X4,XP_022319621.1,2,Yes,1,fam90_vs_fam89,No,0,,No,0,,Yes,1,28d_fed_vs_inj,No,0,
LOC111122316,ankyrin-2-like isoform X7,XP_022319703.1,2,Yes,3,fam90_vs_fam120; fam90_vs_fam84; fam90_vs_fam89,No,0,,No,0,,Yes,1,28d_fed_vs_inj,No,0,
LOC111122377,uncharacterized protein LOC111122377 isoform X4,XP_022319842.1,2,Yes,3,fam90_vs_fam120; fam90_vs_fam84; fam90_vs_fam89,No,0,,No,0,,Yes,1,28d_fed_vs_inj,No,0,
LOC111122602,frizzled-5-like,XP_022320114.1,2,Yes,1,fam90_vs_fam84,No,0,,No,0,,Yes,1,7d_fed_vs_inj,No,0,
LOC111122691,uncharacterized protein LOC111122691,XP_022320273.1,2,Yes,1,fam90_vs_fam120,No,0,,No,0,,Yes,1,6h_fed_vs_ctrl,No,0,
LOC111122926,fibrinogen C domain-containing protein 1-like,XP_022320670.1,2,Yes,1,fam90_vs_fam84,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111123117,follistatin-related protein 1-like isoform X1,XP_022320938.1,2,Yes,2,fam90_vs_fam84; fam90_vs_fam89,No,0,,No,0,,No,0,,Yes,1,resistant_fam266_36h_7d
LOC111123273,uncharacterized protein LOC111123273 isoform X1,XP_022321224.1,2,Yes,3,fam90_vs_fam120; fam90_vs_fam84; fam90_vs_fam89,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111123275,uncharacterized protein LOC111123275,XP_022321229.1,2,Yes,1,fam90_vs_fam120,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111123459,uncharacterized protein LOC111123459,XP_022321481.1,2,No,0,,No,0,,Yes,1,Cv_Pmarinus_infection,Yes,1,7d_fed_vs_inj,No,0,
LOC111123533,uncharacterized protein LOC111123533 isoform X1,XP_022321631.1,2,Yes,1,fam90_vs_fam120,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111123540,serum amyloid A-5 protein-like,XP_022321638.1,2,Yes,3,fam90_vs_fam120; fam90_vs_fam84; fam90_vs_fam89,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111123734,uncharacterized protein LOC111123734 isoform X1,XP_022321979.1,2,Yes,2,fam90_vs_fam120; fam90_vs_fam89,No,0,,No,0,,No,0,,Yes,1,susceptible_fam242_36h_28d
LOC111123779,uncharacterized protein LOC111123779 isoform X2,XP_022322048.1,2,Yes,3,fam90_vs_fam120; fam90_vs_fam84; fam90_vs_fam89,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111123806,la-related protein 4-like isoform X5,XP_022322105.1,2,Yes,2,fam90_vs_fam120; fam90_vs_fam89,No,0,,No,0,,Yes,1,28d_fed_vs_inj,No,0,
LOC111123894,baculoviral IAP repeat-containing protein 2-like isoform X2,XP_022322278.1,2,Yes,1,fam90_vs_fam120,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111123910,tetratricopeptide repeat protein 25-like isoform X5,XP_022322320.1,2,Yes,3,fam90_vs_fam120; fam90_vs_fam84; fam90_vs_fam89,No,0,,No,0,,Yes,1,28d_fed_vs_inj,No,0,
